zone_id,date,求和项:pai_num,求和项:shou_num,,,,,,,行标签,平均值项:求和项:pai_num,平均值项:求和项:shou_num,,
zone_14,20200515,478,158,,,,,,,,,,,
zone_14,20200516,460,162,,,,,,,,,,,
zone_14,20200517,364,186,,,,,,,,,,,
zone_14,20200518,360,176,,,,,,,,,,,
zone_14,20200519,400,195,,,,,,,,,,,
zone_14,20200520,420,201,,,,,,,,,,,
zone_14,20200521,417,174,,,,,,,,,,,
zone_14,20200522,370,145,,,,,,,,,,,
zone_14,20200523,440,157,,,,,,,,,,,
zone_14,20200524,403,152,,,,,,,,,,,
zone_14,20200525,358,170,,,,,,,,,,,
zone_14,20200526,401,203,,,,,,,,,,,
zone_14,20200527,405,199,,,,,,,,,,,
zone_14,20200528,396,159,,,,,,,,,,,
zone_14,20200529,393,155,,,,,,,,,,,
zone_14,20200530,365,164,,,,,,,,,,,
zone_14,20200531,329,158,,,,,,,,,,,
zone_14,20200601,363,165,,,,,,,,,,,
zone_14,20200602,485,152,,,,,,,,,,,
zone_14,20200603,609,165,,,,,,,,,,,
zone_14,20200604,550,181,,,,,,,,,,,
zone_14,20200605,482,196,,,,,,,,,,,
zone_14,20200606,426,156,,,,,,,,,,,
zone_14,20200607,417,150,,,,,,,,,,,
zone_14,20200608,429,135,,,,,,,,,,,
zone_14,20200609,508,178,,,,,,,,,,,
zone_14,20200610,474,208,,,,,,,,,,,
zone_14,20200611,484,183,,,,,,,,,,,
zone_14,20200612,452,194,,,,,,,,,,,
zone_14,20200613,464,172,,,,,,,,,,,
zone_14,20200614,394,183,,,,,,,,,,,
zone_14,20200615,397,180,,,,,,,,,,,
zone_14,20200616,436,179,,,,,,,,,,,
zone_14,20200617,580,181,,,,,,,,,,,
zone_14,20200618,598,191,,,,,,,,,,,
zone_14,20200619,603,184,,,,,,,,,,,
zone_14,20200620,658,191,,,,,,,,,,,
zone_14,20200621,581,194,,,,,,,,,,,
zone_14,20200622,503,182,,,,,,,,,,,
zone_14,20200623,487,195,,,,,,,,,,,
zone_14,20200624,479,172,,,,,,,,,,,
zone_14,20200625,462,144,,,,,,,,,,,
zone_14,20200626,323,172,,,,,,,,,,,
zone_14,20200627,319,145,,,,,,,,,,,
zone_14,20200628,368,194,,,,,,,,,,,
zone_14,20200629,377,147,,,,,,,,,,,
zone_14,20200630,376,179,,,,,,,,,,,
zone_14,20200701,401,167,,,,,,,,,,,
zone_14,20200702,411,172,,,,,,,,,,,
zone_14,20200703,361,176,,,,,,,,,,,
zone_14,20200704,394,169,,,,,,,,,,,
zone_14,20200705,345,163,,,,,,,,,,,
zone_14,20200706,352,155,,,,,,,,,,,
zone_14,20200707,353,193,,,,,,,,,,,
zone_14,20200708,395,157,,,,,,,,,,,
zone_14,20200709,402,149,,,,,,,,,,,
zone_14,20200710,386,163,,,,,,,,,,,
zone_14,20200711,439,143,,,,,,,,,,,
zone_14,20200712,373,154,,,,,,,,,,,
zone_14,20200713,339,179,,,,,,,,,,,
zone_14,20200714,387,168,,,,,,,,,,,
zone_14,20200715,403,184,,,,,,,,,,,
zone_14,20200716,359,189,,,,,,,,,,,
zone_14,20200717,352,163,,,,,,,,,,,
zone_14,20200718,407,140,,,,,,,,,,,
zone_14,20200719,399,142,,,,,,,,,,,
zone_14,20200720,366,200,,,,,,,,,,,
zone_14,20200721,372,198,,,,,,,,,,,
zone_14,20200722,401,172,,,,,,,,,,,
zone_14,20200723,427,178,,,,,,,,,,,
zone_14,20200724,395,142,,,,,,,,,,,
zone_14,20200725,416,133,,,,,,,,,,,
zone_14,20200726,354,136,,,,,,,,,,,
zone_14,20200727,363,182,,,,,,,,,,,
zone_14,20200728,378,168,,,,,,,,,,,
zone_14,20200729,405,152,,,,,,,,,,,
zone_14,20200730,441,161,,,,,,,,,,,
zone_14,20200731,411,138,,,,,,,,,,,
zone_14,20200801,410,150,,,,,,,,,,,
zone_14,20200802,365,160,,,,,,,,,,,
zone_14,20200803,369,151,,,,,,,,,,,
zone_14,20200804,367,180,,,,,,,,,,,
zone_14,20200805,398,167,,,,,,,,,,,
zone_14,20200806,374,199,,,,,,,,,,,
zone_14,20200807,452,165,,,,,,,,,,,
zone_14,20200808,456,141,,,,,,,,,,,
zone_14,20200809,418,148,,,,,,,,,,,
zone_14,20200810,407,181,,,,,,,,,,,
zone_14,20200811,451,163,,,,,,,,,,,
zone_14,20200812,410,191,,,,,,,,,,,
zone_14,20200813,446,137,,,,,,,,,,,
zone_14,20200814,439,158,,,,,,,,,,,
zone_14,20200815,419,188,,,,,,,,,,,
zone_14,20200816,380,145,,,,,,,,,,,
zone_14,20200817,356,159,,,,,,,,,,,
zone_14,20200818,381,193,,,,,,,,,,,
zone_14,20200819,384,158,,,,,,,,,,,
zone_14,20200820,424,180,,,,,,,,,,,
zone_14,20200821,473,186,,,,,,,,,,,
zone_14,20200822,476,141,,,,,,,,,,,
zone_14,20200823,414,177,,,,,,,,,,,
zone_14,20200824,444,185,,,,,,,,,,,
zone_14,20200825,437,196,,,,,,,,,,,
zone_14,20200826,445,223,,,,,,,,,,,
zone_14,20200827,450,182,,,,,,,,,,,
zone_14,20200828,443,158,,,,,,,,,,,
zone_14,20200829,447,153,,,,,,,,,,,
zone_14,20200830,413,205,,,,,,,,,,,
zone_14,20200831,401,160,,,,,,,,,,,
zone_15,20200301,303,152,,,,,,,,,,,
zone_15,20200302,429,391,,,,,,,,,,,
zone_15,20200303,389,305,,,,,,,,,,,
zone_15,20200304,449,284,,,,,,,,,,,
zone_15,20200305,423,324,,,,,,,,,,,
zone_15,20200306,508,316,,,,,,,,,,,
zone_15,20200307,343,167,,,,,,,,,,,
zone_15,20200308,330,179,,,,,,,,,,,
zone_15,20200309,571,401,,,,,,,,,,,
zone_15,20200310,484,348,,,,,,,,,,,
zone_15,20200311,518,355,,,,,,,,,,,
zone_15,20200312,513,313,,,,,,,,,,,
zone_15,20200313,562,302,,,,,,,,,,,
zone_15,20200314,387,159,,,,,,,,,,,
zone_15,20200315,269,144,,,,,,,,,,,
zone_15,20200316,467,375,,,,,,,,,,,
zone_15,20200317,460,320,,,,,,,,,,,
zone_15,20200318,462,264,,,,,,,,,,,
zone_15,20200319,455,301,,,,,,,,,,,
zone_15,20200320,513,343,,,,,,,,,,,
zone_15,20200321,340,128,,,,,,,,,,,
zone_15,20200322,255,110,,,,,,,,,,,
zone_15,20200323,491,279,,,,,,,,,,,
zone_15,20200324,387,343,,,,,,,,,,,
zone_15,20200325,467,321,,,,,,,,,,,
zone_15,20200326,431,306,,,,,,,,,,,
zone_15,20200327,479,311,,,,,,,,,,,
zone_15,20200328,389,169,,,,,,,,,,,
zone_15,20200329,229,112,,,,,,,,,,,
zone_15,20200330,465,305,,,,,,,,,,,
zone_15,20200331,426,272,,,,,,,,,,,
zone_15,20200401,401,261,,,,,,,,,,,
zone_15,20200402,411,302,,,,,,,,,,,
zone_15,20200403,534,313,,,,,,,,,,,
zone_15,20200404,238,82,,,,,,,,,,,
zone_15,20200405,156,97,,,,,,,,,,,
zone_15,20200406,191,151,,,,,,,,,,,
zone_15,20200407,358,289,,,,,,,,,,,
zone_15,20200408,390,327,,,,,,,,,,,
zone_15,20200409,453,322,,,,,,,,,,,
zone_15,20200410,416,294,,,,,,,,,,,
zone_15,20200411,297,174,,,,,,,,,,,
zone_15,20200412,221,107,,,,,,,,,,,
zone_15,20200413,403,334,,,,,,,,,,,
zone_15,20200414,394,386,,,,,,,,,,,
zone_15,20200415,404,333,,,,,,,,,,,
zone_15,20200416,365,314,,,,,,,,,,,
zone_15,20200417,397,279,,,,,,,,,,,
zone_15,20200418,266,139,,,,,,,,,,,
zone_15,20200419,218,115,,,,,,,,,,,
zone_15,20200420,387,342,,,,,,,,,,,
zone_15,20200421,390,315,,,,,,,,,,,
zone_15,20200422,466,319,,,,,,,,,,,
zone_15,20200423,364,302,,,,,,,,,,,
zone_15,20200424,412,305,,,,,,,,,,,
zone_15,20200425,283,139,,,,,,,,,,,
zone_15,20200426,356,247,,,,,,,,,,,
zone_15,20200427,357,290,,,,,,,,,,,
zone_15,20200428,392,259,,,,,,,,,,,
zone_15,20200429,408,299,,,,,,,,,,,
zone_15,20200430,422,275,,,,,,,,,,,
zone_15,20200501,217,74,,,,,,,,,,,
zone_15,20200502,156,75,,,,,,,,,,,
zone_15,20200503,158,96,,,,,,,,,,,
zone_15,20200504,186,108,,,,,,,,,,,
zone_15,20200505,210,125,,,,,,,,,,,
zone_15,20200506,323,327,,,,,,,,,,,
zone_15,20200507,418,363,,,,,,,,,,,
zone_15,20200508,428,321,,,,,,,,,,,
zone_15,20200509,410,270,,,,,,,,,,,
zone_15,20200510,203,122,,,,,,,,,,,
zone_15,20200511,386,310,,,,,,,,,,,
zone_15,20200512,400,289,,,,,,,,,,,
zone_15,20200513,453,288,,,,,,,,,,,
zone_15,20200514,410,309,,,,,,,,,,,
zone_15,20200515,399,247,,,,,,,,,,,
zone_15,20200516,298,148,,,,,,,,,,,
zone_15,20200517,182,119,,,,,,,,,,,
zone_15,20200518,387,319,,,,,,,,,,,
zone_15,20200519,393,303,,,,,,,,,,,
zone_15,20200520,384,294,,,,,,,,,,,
zone_15,20200521,377,307,,,,,,,,,,,
zone_15,20200522,382,274,,,,,,,,,,,
zone_15,20200523,321,150,,,,,,,,,,,
zone_15,20200524,191,102,,,,,,,,,,,
zone_15,20200525,358,322,,,,,,,,,,,
zone_15,20200526,378,278,,,,,,,,,,,
zone_15,20200527,400,262,,,,,,,,,,,
zone_15,20200528,421,260,,,,,,,,,,,
zone_15,20200529,364,278,,,,,,,,,,,
zone_15,20200530,276,115,,,,,,,,,,,
zone_15,20200531,203,101,,,,,,,,,,,
zone_15,20200601,386,289,,,,,,,,,,,
zone_15,20200602,395,313,,,,,,,,,,,
zone_15,20200603,476,320,,,,,,,,,,,
zone_15,20200604,407,310,,,,,,,,,,,
zone_15,20200605,504,263,,,,,,,,,,,
zone_15,20200606,310,129,,,,,,,,,,,
zone_15,20200607,212,110,,,,,,,,,,,
zone_15,20200608,376,262,,,,,,,,,,,
zone_15,20200609,406,331,,,,,,,,,,,
zone_15,20200610,389,297,,,,,,,,,,,
zone_15,20200611,416,294,,,,,,,,,,,
zone_15,20200612,381,232,,,,,,,,,,,
zone_15,20200613,327,154,,,,,,,,,,,
zone_15,20200614,207,104,,,,,,,,,,,
zone_15,20200615,406,314,,,,,,,,,,,
zone_15,20200616,426,311,,,,,,,,,,,
zone_15,20200617,462,326,,,,,,,,,,,
zone_15,20200618,476,281,,,,,,,,,,,
zone_15,20200619,453,347,,,,,,,,,,,
zone_15,20200620,391,174,,,,,,,,,,,
zone_15,20200621,273,121,,,,,,,,,,,
zone_15,20200622,431,388,,,,,,,,,,,
zone_15,20200623,358,354,,,,,,,,,,,
zone_15,20200624,412,280,,,,,,,,,,,
zone_15,20200625,250,87,,,,,,,,,,,
zone_15,20200626,186,113,,,,,,,,,,,
zone_15,20200627,169,122,,,,,,,,,,,
zone_15,20200628,386,263,,,,,,,,,,,
zone_15,20200629,394,341,,,,,,,,,,,
zone_15,20200630,401,286,,,,,,,,,,,
zone_15,20200701,386,268,,,,,,,,,,,
zone_15,20200702,358,308,,,,,,,,,,,
zone_15,20200703,377,277,,,,,,,,,,,
zone_15,20200704,270,140,,,,,,,,,,,
zone_15,20200705,188,111,,,,,,,,,,,
zone_15,20200706,375,325,,,,,,,,,,,
zone_15,20200707,365,339,,,,,,,,,,,
zone_15,20200708,366,330,,,,,,,,,,,
zone_15,20200709,401,277,,,,,,,,,,,
zone_15,20200710,346,271,,,,,,,,,,,
zone_15,20200711,253,123,,,,,,,,,,,
zone_15,20200712,183,97,,,,,,,,,,,
zone_15,20200713,356,298,,,,,,,,,,,
zone_15,20200714,398,274,,,,,,,,,,,
zone_15,20200715,365,325,,,,,,,,,,,
zone_15,20200716,394,266,,,,,,,,,,,
zone_15,20200717,381,281,,,,,,,,,,,
zone_15,20200718,266,141,,,,,,,,,,,
zone_15,20200719,200,108,,,,,,,,,,,
zone_15,20200720,364,299,,,,,,,,,,,
zone_15,20200721,310,254,,,,,,,,,,,
zone_15,20200722,381,295,,,,,,,,,,,
zone_15,20200723,417,251,,,,,,,,,,,
zone_15,20200724,349,301,,,,,,,,,,,
zone_15,20200725,328,171,,,,,,,,,,,
zone_15,20200726,222,120,,,,,,,,,,,
zone_15,20200727,375,302,,,,,,,,,,,
zone_15,20200728,431,295,,,,,,,,,,,
zone_15,20200729,402,260,,,,,,,,,,,
zone_15,20200730,446,286,,,,,,,,,,,
zone_15,20200731,426,238,,,,,,,,,,,
zone_15,20200801,282,175,,,,,,,,,,,
zone_15,20200802,224,112,,,,,,,,,,,
zone_15,20200803,452,321,,,,,,,,,,,
zone_15,20200804,362,315,,,,,,,,,,,
zone_15,20200805,470,250,,,,,,,,,,,
zone_15,20200806,431,335,,,,,,,,,,,
zone_15,20200807,422,270,,,,,,,,,,,
zone_15,20200808,360,137,,,,,,,,,,,
zone_15,20200809,281,120,,,,,,,,,,,
zone_15,20200810,481,302,,,,,,,,,,,
zone_15,20200811,399,373,,,,,,,,,,,
zone_15,20200812,388,289,,,,,,,,,,,
zone_15,20200813,435,233,,,,,,,,,,,
zone_15,20200814,420,271,,,,,,,,,,,
zone_15,20200815,298,144,,,,,,,,,,,
zone_15,20200816,235,127,,,,,,,,,,,
zone_15,20200817,523,376,,,,,,,,,,,
zone_15,20200818,410,319,,,,,,,,,,,
zone_15,20200819,397,268,,,,,,,,,,,
zone_15,20200820,497,276,,,,,,,,,,,
zone_15,20200821,478,319,,,,,,,,,,,
zone_15,20200822,314,156,,,,,,,,,,,
zone_15,20200823,237,113,,,,,,,,,,,
zone_15,20200824,386,348,,,,,,,,,,,
zone_15,20200825,427,341,,,,,,,,,,,
zone_15,20200826,519,324,,,,,,,,,,,
zone_15,20200827,480,303,,,,,,,,,,,
zone_15,20200828,411,314,,,,,,,,,,,
zone_15,20200829,272,150,,,,,,,,,,,
zone_15,20200830,227,131,,,,,,,,,,,
zone_15,20200831,594,316,,,,,,,,,,,
zone_16,20200301,494,417,,,,,,,,,,,
zone_16,20200302,615,343,,,,,,,,,,,
zone_16,20200303,576,402,,,,,,,,,,,
zone_16,20200304,586,361,,,,,,,,,,,
zone_16,20200305,608,385,,,,,,,,,,,
zone_16,20200306,665,416,,,,,,,,,,,
zone_16,20200307,640,336,,,,,,,,,,,
zone_16,20200308,603,306,,,,,,,,,,,
zone_16,20200309,596,347,,,,,,,,,,,
zone_16,20200310,639,304,,,,,,,,,,,
zone_16,20200311,674,336,,,,,,,,,,,
zone_16,20200312,616,333,,,,,,,,,,,
zone_16,20200313,526,292,,,,,,,,,,,
zone_16,20200314,512,262,,,,,,,,,,,
zone_16,20200315,508,282,,,,,,,,,,,
zone_16,20200316,534,499,,,,,,,,,,,
zone_16,20200317,503,276,,,,,,,,,,,
zone_16,20200318,675,244,,,,,,,,,,,
zone_16,20200319,564,218,,,,,,,,,,,
zone_16,20200320,496,266,,,,,,,,,,,
zone_16,20200321,545,281,,,,,,,,,,,
zone_16,20200322,439,254,,,,,,,,,,,
zone_16,20200323,453,347,,,,,,,,,,,
zone_16,20200324,520,313,,,,,,,,,,,
zone_16,20200325,532,286,,,,,,,,,,,
zone_16,20200326,483,220,,,,,,,,,,,
zone_16,20200327,536,260,,,,,,,,,,,
zone_16,20200328,496,284,,,,,,,,,,,
zone_16,20200329,464,256,,,,,,,,,,,
zone_16,20200330,421,266,,,,,,,,,,,
zone_16,20200331,546,378,,,,,,,,,,,
zone_16,20200401,478,289,,,,,,,,,,,
zone_16,20200402,451,295,,,,,,,,,,,
zone_16,20200403,473,234,,,,,,,,,,,
zone_16,20200404,458,213,,,,,,,,,,,
zone_16,20200405,337,200,,,,,,,,,,,
zone_16,20200406,336,222,,,,,,,,,,,
zone_16,20200407,397,262,,,,,,,,,,,
zone_16,20200408,462,275,,,,,,,,,,,
zone_16,20200409,448,294,,,,,,,,,,,
zone_16,20200410,445,324,,,,,,,,,,,
zone_16,20200411,410,277,,,,,,,,,,,
zone_16,20200412,385,265,,,,,,,,,,,
zone_16,20200413,395,312,,,,,,,,,,,
zone_16,20200414,499,325,,,,,,,,,,,
zone_16,20200415,453,362,,,,,,,,,,,
zone_16,20200416,485,263,,,,,,,,,,,
zone_16,20200417,483,317,,,,,,,,,,,
zone_16,20200418,466,297,,,,,,,,,,,
zone_16,20200419,394,276,,,,,,,,,,,
zone_16,20200420,441,348,,,,,,,,,,,
zone_16,20200421,471,309,,,,,,,,,,,
zone_16,20200422,435,300,,,,,,,,,,,
zone_16,20200423,518,264,,,,,,,,,,,
zone_16,20200424,491,261,,,,,,,,,,,
zone_16,20200425,521,247,,,,,,,,,,,
zone_16,20200426,417,283,,,,,,,,,,,
zone_16,20200427,404,323,,,,,,,,,,,
zone_16,20200428,483,284,,,,,,,,,,,
zone_16,20200429,474,310,,,,,,,,,,,
zone_16,20200430,531,263,,,,,,,,,,,
zone_16,20200501,457,245,,,,,,,,,,,
zone_16,20200502,341,194,,,,,,,,,,,
zone_16,20200503,360,216,,,,,,,,,,,
zone_16,20200504,349,221,,,,,,,,,,,
zone_16,20200505,371,300,,,,,,,,,,,
zone_16,20200506,474,300,,,,,,,,,,,
zone_16,20200507,527,282,,,,,,,,,,,
zone_16,20200508,532,328,,,,,,,,,,,
zone_16,20200509,522,288,,,,,,,,,,,
zone_16,20200510,467,260,,,,,,,,,,,
zone_16,20200511,420,317,,,,,,,,,,,
zone_16,20200512,468,294,,,,,,,,,,,
zone_16,20200513,8,3,,,,,,,,,,,
zone_16,20200514,461,328,,,,,,,,,,,
zone_16,20200515,493,278,,,,,,,,,,,
zone_16,20200516,484,266,,,,,,,,,,,
zone_16,20200517,407,260,,,,,,,,,,,
zone_16,20200518,405,281,,,,,,,,,,,
zone_16,20200519,474,291,,,,,,,,,,,
zone_16,20200520,510,305,,,,,,,,,,,
zone_16,20200521,445,266,,,,,,,,,,,
zone_16,20200522,453,276,,,,,,,,,,,
zone_16,20200523,496,215,,,,,,,,,,,
zone_16,20200524,455,250,,,,,,,,,,,
zone_16,20200525,415,320,,,,,,,,,,,
zone_16,20200526,454,282,,,,,,,,,,,
zone_16,20200527,491,246,,,,,,,,,,,
zone_16,20200528,532,304,,,,,,,,,,,
zone_16,20200529,479,248,,,,,,,,,,,
zone_16,20200530,438,229,,,,,,,,,,,
zone_16,20200531,377,214,,,,,,,,,,,
zone_16,20200601,403,293,,,,,,,,,,,
zone_16,20200602,561,288,,,,,,,,,,,
zone_16,20200603,649,298,,,,,,,,,,,
zone_16,20200604,621,237,,,,,,,,,,,
zone_16,20200605,540,254,,,,,,,,,,,
zone_16,20200606,505,272,,,,,,,,,,,
zone_16,20200607,372,252,,,,,,,,,,,
zone_16,20200608,440,287,,,,,,,,,,,
zone_16,20200609,487,276,,,,,,,,,,,
zone_16,20200610,498,290,,,,,,,,,,,
zone_16,20200611,506,328,,,,,,,,,,,
zone_16,20200612,505,225,,,,,,,,,,,
zone_16,20200613,476,269,,,,,,,,,,,
zone_16,20200614,394,220,,,,,,,,,,,
zone_16,20200615,405,324,,,,,,,,,,,
zone_16,20200616,475,350,,,,,,,,,,,
zone_16,20200617,588,283,,,,,,,,,,,
zone_16,20200618,685,405,,,,,,,,,,,
zone_16,20200619,701,444,,,,,,,,,,,
zone_16,20200620,699,390,,,,,,,,,,,
zone_16,20200621,579,288,,,,,,,,,,,
zone_16,20200622,498,335,,,,,,,,,,,
zone_16,20200623,510,336,,,,,,,,,,,
zone_16,20200624,565,295,,,,,,,,,,,
zone_16,20200625,470,201,,,,,,,,,,,
zone_16,20200626,330,208,,,,,,,,,,,
zone_16,20200627,328,224,,,,,,,,,,,
zone_16,20200628,310,265,,,,,,,,,,,
zone_16,20200629,452,283,,,,,,,,,,,
zone_16,20200630,405,297,,,,,,,,,,,
zone_16,20200701,451,302,,,,,,,,,,,
zone_16,20200702,469,282,,,,,,,,,,,
zone_16,20200703,408,251,,,,,,,,,,,
zone_16,20200704,405,191,,,,,,,,,,,
zone_16,20200705,363,246,,,,,,,,,,,
zone_16,20200706,358,304,,,,,,,,,,,
zone_16,20200707,417,239,,,,,,,,,,,
zone_16,20200708,416,261,,,,,,,,,,,
zone_16,20200709,418,292,,,,,,,,,,,
zone_16,20200710,412,290,,,,,,,,,,,
zone_16,20200711,489,209,,,,,,,,,,,
zone_16,20200712,393,203,,,,,,,,,,,
zone_16,20200713,396,244,,,,,,,,,,,
zone_16,20200714,423,279,,,,,,,,,,,
zone_16,20200715,450,282,,,,,,,,,,,
zone_16,20200716,474,269,,,,,,,,,,,
zone_16,20200717,420,223,,,,,,,,,,,
zone_16,20200718,431,211,,,,,,,,,,,
zone_16,20200719,350,231,,,,,,,,,,,
zone_16,20200720,389,264,,,,,,,,,,,
zone_16,20200721,393,332,,,,,,,,,,,
zone_16,20200722,456,259,,,,,,,,,,,
zone_16,20200723,475,290,,,,,,,,,,,
zone_16,20200724,435,283,,,,,,,,,,,
zone_16,20200725,421,243,,,,,,,,,,,
zone_16,20200726,353,227,,,,,,,,,,,
zone_16,20200727,378,310,,,,,,,,,,,
zone_16,20200728,445,227,,,,,,,,,,,
zone_16,20200729,444,263,,,,,,,,,,,
zone_16,20200730,459,265,,,,,,,,,,,
zone_16,20200731,449,283,,,,,,,,,,,
zone_16,20200801,423,252,,,,,,,,,,,
zone_16,20200802,303,201,,,,,,,,,,,
zone_16,20200803,358,268,,,,,,,,,,,
zone_16,20200804,431,254,,,,,,,,,,,
zone_16,20200805,384,278,,,,,,,,,,,
zone_16,20200806,436,240,,,,,,,,,,,
zone_16,20200807,453,220,,,,,,,,,,,
zone_16,20200808,471,227,,,,,,,,,,,
zone_16,20200809,385,237,,,,,,,,,,,
zone_16,20200810,431,301,,,,,,,,,,,
zone_16,20200811,433,263,,,,,,,,,,,
zone_16,20200812,427,309,,,,,,,,,,,
zone_16,20200813,424,265,,,,,,,,,,,
zone_16,20200814,462,229,,,,,,,,,,,
zone_16,20200815,425,246,,,,,,,,,,,
zone_16,20200816,324,239,,,,,,,,,,,
zone_16,20200817,350,239,,,,,,,,,,,
zone_16,20200818,390,323,,,,,,,,,,,
zone_16,20200819,440,321,,,,,,,,,,,
zone_16,20200820,481,296,,,,,,,,,,,
zone_16,20200821,430,288,,,,,,,,,,,
zone_16,20200822,470,286,,,,,,,,,,,
zone_16,20200823,393,252,,,,,,,,,,,
zone_16,20200824,463,345,,,,,,,,,,,
zone_16,20200825,462,303,,,,,,,,,,,
zone_16,20200826,436,298,,,,,,,,,,,
zone_16,20200827,466,269,,,,,,,,,,,
zone_16,20200828,477,237,,,,,,,,,,,
zone_16,20200829,380,232,,,,,,,,,,,
zone_16,20200830,336,184,,,,,,,,,,,
zone_16,20200831,380,215,,,,,,,,,,,
zone_17,20200301,119,79,,,,,,,,,,,
zone_17,20200302,321,271,,,,,,,,,,,
zone_17,20200303,366,304,,,,,,,,,,,
zone_17,20200304,382,298,,,,,,,,,,,
zone_17,20200305,337,531,,,,,,,,,,,
zone_17,20200306,404,384,,,,,,,,,,,
zone_17,20200307,283,156,,,,,,,,,,,
zone_17,20200308,101,67,,,,,,,,,,,
zone_17,20200309,396,429,,,,,,,,,,,
zone_17,20200310,377,314,,,,,,,,,,,
zone_17,20200311,416,305,,,,,,,,,,,
zone_17,20200312,382,342,,,,,,,,,,,
zone_17,20200313,449,295,,,,,,,,,,,
zone_17,20200314,247,143,,,,,,,,,,,
zone_17,20200315,132,68,,,,,,,,,,,
zone_17,20200316,374,311,,,,,,,,,,,
zone_17,20200317,374,346,,,,,,,,,,,
zone_17,20200318,347,322,,,,,,,,,,,
zone_17,20200319,381,316,,,,,,,,,,,
zone_17,20200320,353,266,,,,,,,,,,,
zone_17,20200321,237,125,,,,,,,,,,,
zone_17,20200322,120,66,,,,,,,,,,,
zone_17,20200323,312,342,,,,,,,,,,,
zone_17,20200324,264,377,,,,,,,,,,,
zone_17,20200325,370,314,,,,,,,,,,,
zone_17,20200326,345,327,,,,,,,,,,,
zone_17,20200327,386,316,,,,,,,,,,,
zone_17,20200328,274,129,,,,,,,,,,,
zone_17,20200329,103,97,,,,,,,,,,,
zone_17,20200330,344,268,,,,,,,,,,,
zone_17,20200331,298,346,,,,,,,,,,,
zone_17,20200401,346,299,,,,,,,,,,,
zone_17,20200402,335,378,,,,,,,,,,,
zone_17,20200403,306,259,,,,,,,,,,,
zone_17,20200404,96,56,,,,,,,,,,,
zone_17,20200405,75,60,,,,,,,,,,,
zone_17,20200406,119,87,,,,,,,,,,,
zone_17,20200407,319,299,,,,,,,,,,,
zone_17,20200408,319,384,,,,,,,,,,,
zone_17,20200409,326,323,,,,,,,,,,,
zone_17,20200410,321,365,,,,,,,,,,,
zone_17,20200411,210,130,,,,,,,,,,,
zone_17,20200412,82,59,,,,,,,,,,,
zone_17,20200413,257,306,,,,,,,,,,,
zone_17,20200414,269,336,,,,,,,,,,,
zone_17,20200415,363,309,,,,,,,,,,,
zone_17,20200416,339,315,,,,,,,,,,,
zone_17,20200417,325,280,,,,,,,,,,,
zone_17,20200418,234,155,,,,,,,,,,,
zone_17,20200419,113,46,,,,,,,,,,,
zone_17,20200420,292,312,,,,,,,,,,,
zone_17,20200421,280,268,,,,,,,,,,,
zone_17,20200422,316,254,,,,,,,,,,,
zone_17,20200423,301,301,,,,,,,,,,,
zone_17,20200424,339,282,,,,,,,,,,,
zone_17,20200425,208,105,,,,,,,,,,,
zone_17,20200426,227,206,,,,,,,,,,,
zone_17,20200427,220,267,,,,,,,,,,,
zone_17,20200428,303,295,,,,,,,,,,,
zone_17,20200429,284,251,,,,,,,,,,,
zone_17,20200430,349,214,,,,,,,,,,,
zone_17,20200501,98,52,,,,,,,,,,,
zone_17,20200502,93,70,,,,,,,,,,,
zone_17,20200503,86,45,,,,,,,,,,,
zone_17,20200504,81,46,,,,,,,,,,,
zone_17,20200505,114,161,,,,,,,,,,,
zone_17,20200506,322,323,,,,,,,,,,,
zone_17,20200507,331,295,,,,,,,,,,,
zone_17,20200508,363,357,,,,,,,,,,,
zone_17,20200509,311,238,,,,,,,,,,,
zone_17,20200510,142,105,,,,,,,,,,,
zone_17,20200511,313,319,,,,,,,,,,,
zone_17,20200512,337,321,,,,,,,,,,,
zone_17,20200513,391,352,,,,,,,,,,,
zone_17,20200514,362,338,,,,,,,,,,,
zone_17,20200515,282,271,,,,,,,,,,,
zone_17,20200516,259,202,,,,,,,,,,,
zone_17,20200517,110,82,,,,,,,,,,,
zone_17,20200518,286,329,,,,,,,,,,,
zone_17,20200519,316,292,,,,,,,,,,,
zone_17,20200520,343,266,,,,,,,,,,,
zone_17,20200521,287,252,,,,,,,,,,,
zone_17,20200522,268,222,,,,,,,,,,,
zone_17,20200523,238,129,,,,,,,,,,,
zone_17,20200524,123,83,,,,,,,,,,,
zone_17,20200525,277,301,,,,,,,,,,,
zone_17,20200526,321,308,,,,,,,,,,,
zone_17,20200527,314,326,,,,,,,,,,,
zone_17,20200528,286,287,,,,,,,,,,,
zone_17,20200529,312,272,,,,,,,,,,,
zone_17,20200530,231,172,,,,,,,,,,,
zone_17,20200531,125,85,,,,,,,,,,,
zone_17,20200601,305,393,,,,,,,,,,,
zone_17,20200602,338,327,,,,,,,,,,,
zone_17,20200603,333,295,,,,,,,,,,,
zone_17,20200604,369,310,,,,,,,,,,,
zone_17,20200605,321,364,,,,,,,,,,,
zone_17,20200606,217,143,,,,,,,,,,,
zone_17,20200607,122,55,,,,,,,,,,,
zone_17,20200608,300,344,,,,,,,,,,,
zone_17,20200609,366,320,,,,,,,,,,,
zone_17,20200610,354,306,,,,,,,,,,,
zone_17,20200611,322,338,,,,,,,,,,,
