zone_id,aoi_num,aoi_type,aoi_area,pai_num_shift_3,pai_num_shift_4,pai_num_shift_5,pai_num_shift_6,pai_num_shift_7,shou_num_shift_3,shou_num_shift_4,shou_num_shift_5,shou_num_shift_6,shou_num_shift_7,month,day,weekofyear,weekday,dayofyear,quarter,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,daily_delim_1,daily_delim_2,daily_delim_3,daily_delim_4,daily_delim_5,daily_delim_6,pai_num_groupby_weekday_max,pai_num_groupby_weekday_min,pai_num_groupby_weekday_median,pai_num_groupby_weekday_std,pai_num_groupby_weekday_avg,shou_num_groupby_weekday_max,shou_num_groupby_weekday_min,shou_num_groupby_weekday_median,shou_num_groupby_weekday_std,shou_num_groupby_weekday_avg,pai_num_groupby_month_max,pai_num_groupby_month_min,pai_num_groupby_month_median,pai_num_groupby_month_std,pai_num_groupby_month_sum,shou_num_groupby_month_max,shou_num_groupby_month_min,shou_num_groupby_month_median,shou_num_groupby_month_std,shou_num_groupby_month_sum,festival,is_sale,target,predict
zone_14,4,1,23778.370499999997,441.0,404.0,364.0,344.0,385.0,166.0,170.0,169.0,201.0,169.0,5,3,18,6,124,2,1,0,0,0,0,-2.81903999671338e-12,1.0,-5.63807999342676e-12,1.0,-3.756095044687385e-11,1.0,399.0,332.0,383.5,29.28594657283023,374.5,169.0,104.0,144.0,28.347545455177126,140.25,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,1,0,292.0,305
zone_14,4,1,23778.370499999997,371.0,441.0,404.0,364.0,344.0,122.0,166.0,170.0,169.0,201.0,5,4,19,0,125,2,0,0,0,0,0,1.4794986252753965e-12,1.0,2.958997250550793e-12,1.0,-1.0113419352540662e-11,1.0,394.0,332.0,364.5,30.357591033106257,363.75,201.0,123.0,168.5,32.37668914512415,165.25,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,1,0,306.0,301
zone_14,4,1,23778.370499999997,327.0,371.0,441.0,404.0,364.0,121.0,122.0,166.0,170.0,169.0,5,5,19,1,126,2,0,0,0,0,0,-8.77387798110268e-12,1.0,-1.754775596220536e-11,1.0,-4.087354917167489e-11,1.0,405.0,327.0,352.0,34.28313482360289,359.0,197.0,169.0,179.5,13.961255912942311,181.25,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,1,0,315.0,307
zone_14,4,1,23778.370499999997,292.0,327.0,371.0,441.0,404.0,131.0,121.0,122.0,166.0,170.0,5,6,19,2,127,2,0,0,0,0,0,-4.475339359113902e-12,1.0,-8.950678718227803e-12,1.0,-1.3426018077341707e-11,1.0,423.0,402.0,403.0,10.21028892833107,407.75,170.0,155.0,165.0,6.751543033509698,163.75,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,399.0,404
zone_14,4,1,23778.370499999997,306.0,292.0,327.0,371.0,441.0,139.0,131.0,121.0,122.0,166.0,5,7,19,3,128,2,0,0,0,0,0,-1.7680073712512538e-13,1.0,-3.5360147425025076e-13,1.0,1.4021513016991475e-11,1.0,448.0,390.0,425.5,27.10934648173332,422.25,184.0,156.0,165.5,11.729592206608606,167.75,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,421.0,426
zone_14,4,1,23778.370499999997,315.0,306.0,292.0,327.0,371.0,175.0,139.0,131.0,121.0,122.0,5,8,19,4,129,2,0,0,0,0,0,-1.0430177343503201e-11,1.0,-2.0860354687006402e-11,1.0,-1.673861680214275e-11,1.0,443.0,371.0,425.5,31.298296013254994,416.25,200.0,122.0,161.0,35.42127421009395,161.0,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,459.0,433
zone_14,4,1,23778.370499999997,399.0,315.0,306.0,292.0,327.0,186.0,175.0,139.0,131.0,121.0,5,9,19,5,130,2,1,0,0,0,0,-6.131638721514424e-12,1.0,-1.2263277443028848e-11,1.0,1.0708914292190432e-11,1.0,461.0,327.0,416.5,57.296742199418865,405.25,176.0,121.0,167.5,25.25866188063018,158.0,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,465.0,431
zone_14,4,1,23778.370499999997,421.0,399.0,315.0,306.0,292.0,220.0,186.0,175.0,139.0,131.0,5,10,19,6,131,2,1,0,0,0,0,-1.833100099525647e-12,1.0,-3.666200199051294e-12,1.0,-2.0051215526943795e-11,1.0,399.0,292.0,383.5,48.8978527135906,364.5,169.0,131.0,144.0,18.257418583505537,147.0,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,366.0,402
zone_14,4,1,23778.370499999997,459.0,421.0,399.0,315.0,306.0,190.0,220.0,186.0,175.0,139.0,5,11,20,0,132,2,0,0,0,0,0,2.4654385224631296e-12,1.0,4.930877044926259e-12,1.0,7.396315567389389e-12,1.0,394.0,306.0,364.5,40.50822961654418,357.25,201.0,139.0,168.5,25.721262281103805,169.25,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,389.0,386
zone_14,4,1,23778.370499999997,465.0,459.0,421.0,399.0,315.0,169.0,190.0,220.0,186.0,175.0,5,12,20,1,133,2,0,0,0,0,0,-7.787938083914946e-12,1.0,-1.5575876167829893e-11,1.0,-2.3363814251744838e-11,1.0,405.0,315.0,345.5,40.59864529759583,352.75,197.0,169.0,182.0,12.793227374930325,182.5,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,406.0,374
zone_14,4,1,23778.370499999997,366.0,465.0,459.0,421.0,399.0,193.0,169.0,190.0,220.0,186.0,5,13,20,2,134,2,0,0,0,0,0,-3.489399461926169e-12,1.0,-6.978798923852338e-12,1.0,4.083716842588344e-12,1.0,423.0,399.0,403.0,10.862780491200215,407.0,186.0,155.0,169.0,12.711543310445563,169.75,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,446.0,425
zone_14,4,1,23778.370499999997,389.0,366.0,465.0,459.0,421.0,179.0,193.0,169.0,190.0,220.0,5,14,20,3,135,2,0,0,0,0,0,8.091391600626076e-13,1.0,1.6182783201252151e-12,1.0,-2.667641297654588e-11,1.0,448.0,390.0,431.0,25.987176324743967,425.0,220.0,156.0,175.0,28.160255680657446,181.5,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,380.0,421
zone_14,4,1,23778.370499999997,406.0,389.0,366.0,465.0,459.0,181.0,179.0,193.0,169.0,190.0,5,15,20,4,136,2,0,0,0,0,0,-9.444237446315468e-12,1.0,-1.8888474892630936e-11,1.0,7.711181177873009e-13,1.0,459.0,371.0,433.5,38.27422979847755,424.25,200.0,122.0,185.0,34.966650778515614,173.0,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,478.0,429
zone_14,4,1,23778.370499999997,446.0,406.0,389.0,366.0,465.0,173.0,181.0,179.0,193.0,169.0,5,16,20,5,137,2,1,0,0,0,0,-5.145698824326691e-12,1.0,-1.0291397648653382e-11,1.0,-2.998901170134693e-11,1.0,465.0,327.0,432.0,64.54972243679029,414.0,172.0,121.0,166.0,23.79600806858159,156.25,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,460.0,415
zone_14,4,1,23778.370499999997,380.0,446.0,406.0,389.0,366.0,193.0,173.0,181.0,179.0,193.0,5,17,20,6,138,2,1,0,0,0,0,-8.471602023379142e-13,1.0,-1.6943204046758285e-12,1.0,-2.541480607013743e-12,1.0,385.0,292.0,374.0,43.63771304731723,356.25,193.0,131.0,162.0,25.948667274704754,162.0,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,364.0,377
zone_14,4,1,23778.370499999997,478.0,380.0,446.0,406.0,389.0,158.0,193.0,173.0,181.0,179.0,5,18,21,0,139,2,0,0,0,0,0,-1.110053680871599e-11,1.0,-2.220107361743198e-11,1.0,-3.330161042614797e-11,1.0,394.0,306.0,366.5,41.459819906346276,358.25,201.0,139.0,176.5,25.669372151781715,173.25,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,360.0,374
zone_14,4,1,23778.370499999997,460.0,478.0,380.0,446.0,406.0,162.0,158.0,193.0,173.0,181.0,5,19,21,1,140,2,0,0,0,0,0,-6.801998186727213e-12,1.0,-1.3603996373454425e-11,1.0,-5.854079331814786e-12,1.0,406.0,315.0,384.5,43.03874223688854,372.5,189.0,169.0,178.0,8.54400374531753,178.5,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,400.0,415
zone_14,4,1,23778.370499999997,364.0,460.0,478.0,380.0,446.0,186.0,162.0,158.0,193.0,173.0,5,20,21,2,141,2,0,0,0,0,0,-2.503459564738436e-12,1.0,-5.006919129476872e-12,1.0,-3.6614209150949014e-11,1.0,446.0,399.0,403.0,22.261701043121867,412.75,186.0,168.0,171.5,8.098353742170895,174.25,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,420.0,422
zone_14,4,1,23778.370499999997,360.0,364.0,460.0,478.0,380.0,176.0,186.0,162.0,158.0,193.0,5,21,21,3,142,2,0,0,0,0,0,1.7950790572503406e-12,1.0,3.590158114500681e-12,1.0,-9.16667805661583e-12,1.0,448.0,380.0,431.0,30.55595959328829,422.5,220.0,166.0,188.5,22.5,190.75,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,417.0,422
zone_14,4,1,23778.370499999997,400.0,360.0,364.0,460.0,478.0,195.0,176.0,186.0,162.0,158.0,5,22,21,4,143,2,0,0,0,0,0,-8.458297549127735e-12,1.0,-1.691659509825547e-11,1.0,-3.992680787575006e-11,1.0,478.0,371.0,451.0,46.743092181269596,437.75,190.0,122.0,169.0,30.127506811328857,162.5,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,370.0,427
zone_14,4,1,23778.370499999997,420.0,400.0,360.0,364.0,460.0,201.0,195.0,176.0,186.0,162.0,5,23,21,5,144,2,1,0,0,0,0,-4.159758927138958e-12,1.0,-8.319517854277916e-12,1.0,-1.2479276781416873e-11,1.0,465.0,327.0,460.5,67.53455905435874,428.25,172.0,121.0,165.5,23.706539182259394,156.0,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,440.0,417
zone_14,4,1,23778.370499999997,417.0,420.0,400.0,360.0,364.0,174.0,201.0,195.0,176.0,186.0,5,24,21,6,145,2,1,0,0,0,0,1.387796948498187e-13,1.0,2.775593896996374e-13,1.0,1.4968254312916307e-11,1.0,385.0,292.0,365.0,40.94203219186854,351.75,193.0,131.0,177.5,27.729346668586814,169.75,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,403.0,373
zone_14,4,1,23778.370499999997,370.0,417.0,420.0,400.0,360.0,145.0,174.0,201.0,195.0,176.0,5,25,22,0,146,2,0,0,0,0,0,-1.0114596911528257e-11,1.0,-2.0229193823056513e-11,1.0,-1.5791875506217918e-11,1.0,389.0,306.0,352.0,34.606116993001876,349.75,201.0,139.0,177.5,25.708299567779015,173.75,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,358.0,366
zone_14,4,1,23778.370499999997,440.0,370.0,417.0,420.0,400.0,157.0,145.0,174.0,201.0,195.0,5,26,22,1,147,2,0,0,0,0,0,-5.81605828953948e-12,1.0,-1.163211657907896e-11,1.0,1.1655655588115264e-11,1.0,406.0,315.0,382.0,41.8359892915179,371.25,195.0,169.0,178.0,11.135528725660043,180.0,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,401.0,402
zone_14,4,1,23778.370499999997,403.0,440.0,370.0,417.0,420.0,152.0,157.0,145.0,174.0,201.0,5,27,22,2,148,2,0,0,0,0,0,-1.5175196675507032e-12,1.0,-3.0350393351014064e-12,1.0,-1.910447423101896e-11,1.0,446.0,399.0,412.0,21.156165374030646,417.25,201.0,170.0,179.5,14.153915830374764,182.5,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,405.0,420
zone_14,4,1,23778.370499999997,358.0,403.0,440.0,370.0,417.0,170.0,152.0,157.0,145.0,174.0,5,28,22,3,149,2,0,0,0,0,0,-1.1770896273928778e-11,1.0,-2.3541792547857556e-11,1.0,8.34305686331422e-12,1.0,441.0,380.0,419.0,25.434556545508446,414.75,220.0,166.0,183.5,24.005207768315607,188.25,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,396.0,416
zone_14,4,1,23778.370499999997,401.0,358.0,403.0,440.0,370.0,203.0,170.0,152.0,157.0,145.0,5,29,22,4,150,2,0,0,0,0,0,-7.472357651940002e-12,1.0,-1.4944715303880004e-11,1.0,-2.2417072955820004e-11,1.0,478.0,370.0,415.0,57.111003026270396,419.5,190.0,122.0,151.5,28.3827999558418,153.75,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,393.0,416
zone_14,4,1,23778.370499999997,405.0,401.0,358.0,403.0,440.0,199.0,203.0,170.0,152.0,157.0,5,30,22,5,151,2,1,0,0,0,0,-3.173819029951225e-12,1.0,-6.34763805990245e-12,1.0,5.030458138513177e-12,1.0,465.0,327.0,450.0,64.90505886806257,423.0,169.0,121.0,159.5,21.406774628607646,152.25,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,365.0,399
zone_14,4,1,23778.370499999997,396.0,405.0,401.0,358.0,403.0,159.0,199.0,203.0,170.0,152.0,5,31,22,6,152,2,1,0,1,0,0,1.1247195920375516e-12,1.0,2.249439184075103e-12,1.0,-2.5729671680621048e-11,1.0,403.0,292.0,365.0,46.43543905251678,356.25,193.0,131.0,169.0,29.14904229415894,165.5,478.0,292.0,396.0,46.45049281803695,12101.0,220.0,121.0,173.0,23.62730919623135,5286.0,0,0,329.0,338
zone_14,4,1,23778.370499999997,393.0,396.0,405.0,401.0,358.0,155.0,159.0,199.0,203.0,170.0,6,1,23,0,153,2,0,1,0,0,0,-9.128657014340524e-12,1.0,-1.8257314028681047e-11,1.0,1.7178594137121332e-12,1.0,389.0,306.0,359.0,34.53862572058516,353.25,179.0,139.0,173.0,18.384776310850235,166.0,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,0,363.0,376
zone_14,4,1,23778.370499999997,365.0,393.0,396.0,405.0,401.0,164.0,155.0,159.0,199.0,203.0,6,2,23,1,154,2,0,0,0,0,0,-4.830118392351747e-12,1.0,-9.660236784703493e-12,1.0,-2.904227040542209e-11,1.0,406.0,315.0,400.5,43.74547595656797,380.5,203.0,175.0,188.0,12.793227374930325,188.5,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,0,485.0,493
zone_14,4,1,23778.370499999997,329.0,365.0,393.0,396.0,405.0,158.0,164.0,155.0,159.0,199.0,6,3,23,2,155,2,0,0,0,0,0,-5.315797703629702e-13,1.0,-1.0631595407259404e-12,1.0,-1.5947393110889106e-12,1.0,446.0,399.0,412.5,20.952326839756964,417.5,201.0,173.0,192.5,12.996794476587935,189.75,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,0,609.0,520
zone_14,4,1,23778.370499999997,363.0,329.0,365.0,393.0,396.0,165.0,158.0,164.0,155.0,159.0,6,4,23,3,156,2,0,0,0,0,0,-1.0784956376741045e-11,1.0,-2.156991275348209e-11,1.0,-3.235486913022314e-11,1.0,421.0,380.0,406.5,19.122412679017955,403.5,220.0,159.0,183.5,26.312227829154516,186.5,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,0,550.0,528
zone_14,4,1,23778.370499999997,485.0,363.0,329.0,365.0,393.0,152.0,165.0,158.0,164.0,155.0,6,5,23,4,157,2,0,0,0,0,0,-6.486417754752269e-12,1.0,-1.2972835509504538e-11,1.0,-4.907338035889954e-12,1.0,478.0,370.0,426.0,51.684943004063896,425.0,190.0,145.0,156.5,19.476481543988722,162.0,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,0,482.0,505
zone_14,4,1,23778.370499999997,609.0,485.0,363.0,329.0,365.0,165.0,152.0,165.0,158.0,164.0,6,6,23,5,158,2,1,0,0,0,0,-2.187879132763492e-12,1.0,-4.375758265526984e-12,1.0,-3.566746785502418e-11,1.0,465.0,365.0,450.0,46.27814458971607,432.5,169.0,157.0,163.0,4.96655480858378,163.0,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,0,426.0,445
zone_14,4,1,23778.370499999997,550.0,609.0,485.0,363.0,329.0,181.0,165.0,152.0,165.0,158.0,6,7,23,6,159,2,1,0,0,0,0,2.1106594892252846e-12,1.0,4.221318978450569e-12,1.0,-8.219936760690998e-12,1.0,403.0,329.0,365.0,30.22691956959337,365.5,193.0,152.0,172.0,20.271079563424014,172.25,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,0,417.0,388
zone_14,4,1,23778.370499999997,482.0,550.0,609.0,485.0,363.0,196.0,181.0,165.0,152.0,165.0,6,8,24,0,160,2,0,0,0,0,0,-8.14271711715279e-12,1.0,-1.628543423430558e-11,1.0,-3.8980066579825224e-11,1.0,389.0,358.0,361.5,14.479871085982314,367.5,179.0,165.0,173.0,6.244997998398398,172.5,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,0,429.0,414
zone_14,4,1,23778.370499999997,426.0,482.0,550.0,609.0,485.0,156.0,196.0,181.0,165.0,152.0,6,9,24,1,161,2,0,0,0,0,0,-3.8441784951640136e-12,1.0,-7.688356990328027e-12,1.0,-1.1532535485492042e-11,1.0,485.0,400.0,403.5,41.416582830230375,423.0,203.0,152.0,188.0,22.4258035902098,182.75,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,0,508.0,452
zone_14,4,1,23778.370499999997,417.0,426.0,482.0,550.0,609.0,150.0,156.0,196.0,181.0,165.0,6,10,24,2,162,2,0,0,0,0,0,4.5436012682476277e-13,1.0,9.087202536495255e-13,1.0,-4.2292665304626267e-11,1.0,609.0,405.0,433.0,94.2019108086455,470.0,201.0,165.0,186.0,18.211717839530316,184.5,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,0,474.0,468
zone_14,4,1,23778.370499999997,429.0,417.0,426.0,482.0,550.0,135.0,150.0,156.0,196.0,181.0,6,11,24,3,163,2,0,0,0,0,0,-9.799016479553312e-12,1.0,-1.9598032959106624e-11,1.0,-1.4845134210293085e-11,1.0,550.0,380.0,406.5,77.65897672945908,435.75,193.0,159.0,177.5,14.198004554631378,176.75,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,0,484.0,477
zone_14,4,1,23778.370499999997,508.0,429.0,417.0,426.0,482.0,178.0,135.0,150.0,156.0,196.0,6,12,24,4,164,2,0,0,0,0,0,-5.500477857564536e-12,1.0,-1.1000955715129072e-11,1.0,1.2602396884040096e-11,1.0,482.0,370.0,435.5,57.66209037718514,430.75,196.0,145.0,156.5,22.368132093076824,163.5,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,0,452.0,467
zone_14,4,1,23778.370499999997,474.0,508.0,429.0,417.0,426.0,208.0,178.0,135.0,150.0,156.0,6,13,24,5,165,2,1,0,0,0,0,-1.201939235575759e-12,1.0,-2.403878471151518e-12,1.0,-1.8157732935094128e-11,1.0,460.0,365.0,433.0,40.95017297480765,422.75,164.0,156.0,159.5,3.8622100754188224,159.75,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,0,464.0,437
zone_14,4,1,23778.370499999997,484.0,474.0,508.0,429.0,417.0,183.0,208.0,178.0,135.0,150.0,6,14,24,6,166,2,1,0,0,0,0,-1.1455315841953834e-11,1.0,-2.2910631683907668e-11,1.0,9.289798159239052e-12,1.0,417.0,329.0,383.5,39.76074278313556,378.25,186.0,150.0,155.0,16.68332500832293,161.5,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,0,394.0,405
zone_14,4,1,23778.370499999997,452.0,484.0,474.0,508.0,429.0,194.0,183.0,208.0,178.0,135.0,6,15,25,0,167,2,0,0,0,0,0,-7.1567772199650576e-12,1.0,-1.4313554439930115e-11,1.0,-2.147033165989517e-11,1.0,429.0,358.0,361.5,34.39476704383968,377.5,176.0,135.0,167.5,18.230011885167087,161.5,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,0,397.0,403
zone_14,4,1,23778.370499999997,464.0,452.0,484.0,474.0,508.0,172.0,194.0,183.0,208.0,178.0,6,16,25,1,168,2,0,0,0,0,0,-2.858238597976281e-12,1.0,-5.716477195952562e-12,1.0,5.977199434438009e-12,1.0,508.0,400.0,443.0,56.21684207898318,448.5,203.0,152.0,186.5,22.55363976538303,182.0,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,0,436.0,453
zone_14,4,1,23778.370499999997,394.0,464.0,452.0,484.0,474.0,183.0,172.0,194.0,183.0,208.0,6,17,25,2,169,2,0,0,0,0,0,1.4403000240124958e-12,1.0,2.8806000480249917e-12,1.0,-2.4782930384696218e-11,1.0,609.0,405.0,447.0,92.85472524325297,477.0,208.0,165.0,200.0,19.224550276491083,193.25,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,0,580.0,502
zone_14,4,1,23778.370499999997,397.0,394.0,464.0,452.0,484.0,180.0,183.0,172.0,194.0,183.0,6,18,25,3,170,2,0,0,0,0,0,-8.813076582365579e-12,1.0,-1.7626153164731158e-11,1.0,2.6646007096369653e-12,1.0,550.0,396.0,450.5,69.7823998823008,461.75,183.0,159.0,177.5,10.874281585465774,174.25,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,1,598.0,595
zone_14,4,1,23778.370499999997,436.0,397.0,394.0,464.0,452.0,179.0,180.0,183.0,172.0,194.0,6,19,25,4,171,2,0,0,0,0,0,-4.514537960376803e-12,1.0,-9.029075920753606e-12,1.0,-2.809552910949726e-11,1.0,482.0,370.0,422.5,51.71959654392778,424.25,196.0,145.0,174.5,26.312227829154516,172.5,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,1,603.0,569
zone_14,4,1,23778.370499999997,580.0,436.0,397.0,394.0,464.0,181.0,179.0,180.0,183.0,172.0,6,20,25,5,172,2,1,0,0,0,0,-2.159993383880261e-13,1.0,-4.319986767760522e-13,1.0,-6.479980151640783e-13,1.0,464.0,365.0,433.0,42.19300889957956,423.75,172.0,156.0,160.5,7.41057802513857,162.25,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,1,432.0,540
zone_14,4,1,23778.370499999997,598.0,580.0,436.0,397.0,394.0,191.0,181.0,179.0,180.0,183.0,6,21,25,6,173,2,1,0,0,0,0,-1.04693759447661e-11,1.0,-2.09387518895322e-11,1.0,-3.1408127834298304e-11,1.0,417.0,329.0,398.5,38.998931609297536,385.75,183.0,150.0,155.0,15.217862311551295,160.75,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,1,581.0,557
zone_14,4,1,23778.370499999997,603.0,598.0,580.0,436.0,397.0,184.0,191.0,181.0,179.0,180.0,6,22,26,0,174,2,0,0,0,0,0,-6.1708373227773246e-12,1.0,-1.2341674645554649e-11,1.0,-3.960596739965122e-12,1.0,429.0,358.0,380.0,33.069371529155696,386.75,180.0,135.0,167.5,19.364916731037084,162.5,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,1,503.0,497
zone_14,4,1,23778.370499999997,432.0,603.0,598.0,580.0,436.0,191.0,184.0,191.0,181.0,179.0,6,23,26,1,175,2,0,0,0,0,0,-1.872298700788548e-12,1.0,-3.744597401577096e-12,1.0,-3.472072655909935e-11,1.0,508.0,401.0,460.5,48.16983841921554,457.5,203.0,152.0,178.5,20.83266665599966,178.0,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,0,487.0,479
zone_14,4,1,23778.370499999997,581.0,432.0,603.0,598.0,580.0,194.0,191.0,184.0,191.0,181.0,6,24,26,2,176,2,0,0,0,0,0,2.4262399212002287e-12,1.0,4.852479842400457e-12,1.0,-7.273195464766166e-12,1.0,609.0,405.0,527.0,94.56214887575261,517.0,208.0,165.0,190.0,19.13765920900464,188.25,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,0,479.0,493
zone_14,4,1,23778.370499999997,503.0,581.0,432.0,603.0,598.0,182.0,194.0,191.0,184.0,191.0,6,25,26,3,177,2,0,0,0,0,0,-7.827136685177846e-12,1.0,-1.5654273370355692e-11,1.0,-3.803332528390039e-11,1.0,598.0,396.0,517.0,87.52142594816426,507.0,191.0,159.0,182.0,13.69914839202301,178.5,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,1,0,462.0,441
zone_14,4,1,23778.370499999997,487.0,503.0,581.0,432.0,603.0,195.0,182.0,194.0,191.0,184.0,6,26,26,4,178,2,0,0,0,0,0,-3.52859806318907e-12,1.0,-7.05719612637814e-12,1.0,-1.058579418956721e-11,1.0,603.0,393.0,467.0,88.4326485712903,482.5,196.0,155.0,189.0,18.909873963972718,182.25,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,1,0,323.0,344
zone_14,4,1,23778.370499999997,479.0,487.0,503.0,581.0,432.0,172.0,195.0,182.0,194.0,191.0,6,27,26,5,179,2,1,0,0,0,0,7.699405587997069e-13,1.0,1.5398811175994137e-12,1.0,-4.1345924008701433e-11,1.0,464.0,365.0,429.0,41.347107919821106,421.75,191.0,156.0,168.0,14.997221964972935,170.75,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,1,0,319.0,336
zone_14,4,1,23778.370499999997,462.0,479.0,487.0,503.0,581.0,144.0,172.0,195.0,182.0,194.0,6,28,26,6,180,2,1,0,0,0,0,-9.483436047578368e-12,1.0,-1.8966872095156735e-11,1.0,-1.3898392914368253e-11,1.0,581.0,329.0,405.5,107.18636418251468,430.25,194.0,150.0,170.5,20.678088241743563,171.25,609.0,319.0,463.0,79.59268531439027,13858.0,208.0,135.0,179.5,18.17311812051587,5248.0,0,0,368.0,387
